"year";"topic";"mean";"std";"se"
2000;"digit, media, technologi, inform, mobil";0,118571428571429;0,0719890101502832;0,0192398722568108
2000;"discours, power, practic, subject, construct";0,117272727272727;0,0751854648361076;0,0113346352977195
2000;"educ, econom, societi, economi, social";0,127837837837838;0,0596347743041449;0,00980389650378497
2000;"educ, finnish, finland, care, nurs";0,11468085106383;0,0558278045044016;0,00814332222938066
2000;"educ, ltr, field, practic, question";0,0892307692307692;0,0476031863262985;0,00660137419903598
2000;"educ, process, context, portug, portugues";0,134782608695652;0,0709221523278958;0,0104569008739405
2000;"educ, spain, train, process, spanish";0,128709677419355;0,079487606391767;0,0142763955533787
2000;"educ, system, reform, develop, process";0,133823529411765;0,0740603646453905;0,0127012477518227
2000;"educ, theori, philosophi, critic, concept";0,176571428571429;0,109926005604109;0,0131386706807884
2000;"educ, univers, press, london, intern";0,0996296296296296;0,0374660340001941;0,00721034160515992
2000;"emot, social, relationship, behaviour, posit";0,105813953488372;0,0541265078153348;0,00825421505893511
2000;"england, ireland, explor, polici, initi";0,178969696969697;0,0949365914344954;0,00739080361940485
2000;"european, educ, europ, adult, polici";0,127586206896552;0,0671554976084919;0,0088179488378907
2000;"experi, narr, stori, life, ethnograph";0,154153846153846;0,0959962939989793;0,011906874847711
2000;"feedback, form, perform, standard, process";0,131904761904762;0,0865669935195574;0,0133575770962144
2000;"gender, women, girl, boi, femal";0,124210526315789;0,0617156329114549;0,0100115976768807
2000;"german, germani, question, educ, process";0,0906451612903226;0,0389816609763247;0,00700131299315815
2000;"global, intern, educ, nation, countri";0,115806451612903;0,0738816257513051;0,0132695317072923
2000;"govern, system, school, local, account";0,151860465116279;0,0896622183518706;0,0136733601115101
2000;"group, collabor, peer, interact, cooper";0,133333333333333;0,0781137272568971;0,012508206932481
2000;"health, physic, activ, sport, promot";0,102307692307692;0,0741792700325644;0,0205736278214539
2000;"higher, educ, institut, univers, student";0,130833333333333;0,0729530181496479;0,0121588363582747
2000;"ident, construct, agenc, individu, context";0,134285714285714;0,0991221977360955;0,0167547094309405
2000;"immigr, migrant, refuge, migrat, czech";0,0889473684210526;0,0425434074853888;0,00976012704961482
2000;"inclus, educ, disabl, school, practic";0,154074074074074;0,0854517074258572;0,0164451887616773
2000;"interview, analysi, method, qualit, particip";0,124705882352941;0,0693920685163378;0,00687083861435209
